"uid","full_sci_name","match_type","BB_Accepted","BB_Accepted2","BB_Accepted3","BB_Accepted4","class","fuzzy_score"
"Abditomys_latidens","Abditomys latidens","1 - exact_fullsci_w_ssp","Abditomys latidens",NA,NA,NA,"Mammalia",NA
"Abeomelomys_sevia","Abeomelomys sevia","1 - exact_fullsci_w_ssp","Abeomelomys sevia",NA,NA,NA,"Mammalia",NA
"Abrawayaomys_ruschii","Abrawayaomys ruschii","1 - exact_fullsci_w_ssp","Abrawayaomys ruschii",NA,NA,NA,"Mammalia",NA
"Abrocoma_bennettii","Abrocoma bennettii","1 - exact_fullsci_w_ssp","Abrocoma bennettii",NA,NA,NA,"Mammalia",NA
"Abrocoma_boliviensis","Abrocoma boliviensis","1 - exact_fullsci_w_ssp","Abrocoma boliviensis",NA,NA,NA,"Mammalia",NA
"Abrocoma_budini","Abrocoma budini","1 - exact_fullsci_w_ssp","Abrocoma budini",NA,NA,NA,"Mammalia",NA
"Abrocoma_cinerea","Abrocoma cinerea","1 - exact_fullsci_w_ssp","Abrocoma cinerea",NA,NA,NA,"Mammalia",NA
"Abrocoma_famatina","Abrocoma famatina","1 - exact_fullsci_w_ssp","Abrocoma famatina",NA,NA,NA,"Mammalia",NA
"Abrocoma_uspallata","Abrocoma uspallata","1 - exact_fullsci_w_ssp","Abrocoma uspallata",NA,NA,NA,"Mammalia",NA
"Abrocoma_vaccarum","Abrocoma vaccarum","1 - exact_fullsci_w_ssp","Abrocoma vaccarum",NA,NA,NA,"Mammalia",NA
"Abrothrix_jelskii","Abrothrix jelskii","1 - exact_fullsci_w_ssp","Abrothrix jelskii",NA,NA,NA,"Mammalia",NA
"Abrothrix_manni","Abrothrix manni","1 - exact_fullsci_w_ssp","Abrothrix manni",NA,NA,NA,"Mammalia",NA
"Abrothrix_sanborni","Abrothrix sanborni","1 - exact_fullsci_w_ssp","Abrothrix sanborni",NA,NA,NA,"Mammalia",NA
"Acerodon_celebensis","Acerodon celebensis","1 - exact_fullsci_w_ssp","Acerodon celebensis",NA,NA,NA,"Mammalia",NA
"Acerodon_humilis","Acerodon humilis","1 - exact_fullsci_w_ssp","Acerodon humilis",NA,NA,NA,"Mammalia",NA
"Acerodon_jubatus","Acerodon jubatus","1 - exact_fullsci_w_ssp","Acerodon jubatus",NA,NA,NA,"Mammalia",NA
"Acerodon_leucotis","Acerodon leucotis","1 - exact_fullsci_w_ssp","Acerodon leucotis",NA,NA,NA,"Mammalia",NA
"Acinonyx_jubatus","Acinonyx jubatus","1 - exact_fullsci_w_ssp","Acinonyx jubatus",NA,NA,NA,"Mammalia",NA
"Acomys_cahirinus","Acomys cahirinus","1 - exact_fullsci_w_ssp","Acomys cahirinus",NA,NA,NA,"Mammalia",NA
"Acomys_cilicicus","Acomys cilicicus","1 - exact_fullsci_w_ssp","Acomys cilicicus",NA,NA,NA,"Mammalia",NA
"Acomys_cineraceus","Acomys cineraceus","1 - exact_fullsci_w_ssp","Acomys cineraceus",NA,NA,NA,"Mammalia",NA
"Acomys_dimidiatus","Acomys dimidiatus","1 - exact_fullsci_w_ssp","Acomys dimidiatus",NA,NA,NA,"Mammalia",NA
"Acomys_ignitus","Acomys ignitus","1 - exact_fullsci_w_ssp","Acomys ignitus",NA,NA,NA,"Mammalia",NA
"Acomys_johannis","Acomys johannis","1 - exact_fullsci_w_ssp","Acomys johannis",NA,NA,NA,"Mammalia",NA
"Acomys_kempi","Acomys kempi","1 - exact_fullsci_w_ssp","Acomys kempi",NA,NA,NA,"Mammalia",NA
"Acomys_louisae","Acomys louisae","1 - exact_fullsci_w_ssp","Acomys louisae",NA,NA,NA,"Mammalia",NA
"Acomys_minous","Acomys minous","1 - exact_fullsci_w_ssp","Acomys minous",NA,NA,NA,"Mammalia",NA
"Acomys_mullah","Acomys mullah","1 - exact_fullsci_w_ssp","Acomys mullah",NA,NA,NA,"Mammalia",NA
"Acomys_muzei","Acomys muzei","1 - exact_fullsci_w_ssp","Acomys muzei",NA,NA,NA,"Mammalia",NA
"Acomys_nesiotes","Acomys nesiotes","1 - exact_fullsci_w_ssp","Acomys nesiotes",NA,NA,NA,"Mammalia",NA
"Acomys_ngurui","Acomys ngurui","1 - exact_fullsci_w_ssp","Acomys ngurui",NA,NA,NA,"Mammalia",NA
"Acomys_percivali","Acomys percivali","1 - exact_fullsci_w_ssp","Acomys percivali",NA,NA,NA,"Mammalia",NA
"Acomys_russatus","Acomys russatus","1 - exact_fullsci_w_ssp","Acomys russatus",NA,NA,NA,"Mammalia",NA
"Acomys_seurati","Acomys seurati","1 - exact_fullsci_w_ssp","Acomys seurati",NA,NA,NA,"Mammalia",NA
"Acomys_subspinosus","Acomys subspinosus","1 - exact_fullsci_w_ssp","Acomys subspinosus",NA,NA,NA,"Mammalia",NA
"Acomys_wilsoni","Acomys wilsoni","1 - exact_fullsci_w_ssp","Acomys wilsoni",NA,NA,NA,"Mammalia",NA
"Aconaemys_fuscus","Aconaemys fuscus","1 - exact_fullsci_w_ssp","Aconaemys fuscus",NA,NA,NA,"Mammalia",NA
"Aconaemys_porteri","Aconaemys porteri","1 - exact_fullsci_w_ssp","Aconaemys porteri",NA,NA,NA,"Mammalia",NA
"Aconaemys_sagei","Aconaemys sagei","1 - exact_fullsci_w_ssp","Aconaemys sagei",NA,NA,NA,"Mammalia",NA
"Acrobates_pygmaeus","Acrobates pygmaeus","1 - exact_fullsci_w_ssp","Acrobates pygmaeus",NA,NA,NA,"Mammalia",NA
"Addax_nasomaculatus","Addax nasomaculatus","1 - exact_fullsci_w_ssp","Addax nasomaculatus",NA,NA,NA,"Mammalia",NA
"Aegialomys_galapagoensis","Aegialomys galapagoensis","1 - exact_fullsci_w_ssp","Aegialomys galapagoensis",NA,NA,NA,"Mammalia",NA
"Aegialomys_xanthaeolus","Aegialomys xanthaeolus","1 - exact_fullsci_w_ssp","Aegialomys xanthaeolus",NA,NA,NA,"Mammalia",NA
"Aepeomys_lugens","Aepeomys lugens","1 - exact_fullsci_w_ssp","Aepeomys lugens",NA,NA,NA,"Mammalia",NA
"Aepeomys_reigi","Aepeomys reigi","1 - exact_fullsci_w_ssp","Aepeomys reigi",NA,NA,NA,"Mammalia",NA
"Aepyceros_melampus","Aepyceros melampus","1 - exact_fullsci_w_ssp","Aepyceros melampus",NA,NA,NA,"Mammalia",NA
"Aepyprymnus_rufescens","Aepyprymnus rufescens","1 - exact_fullsci_w_ssp","Aepyprymnus rufescens",NA,NA,NA,"Mammalia",NA
"Aeretes_melanopterus","Aeretes melanopterus","1 - exact_fullsci_w_ssp","Aeretes melanopterus",NA,NA,NA,"Mammalia",NA
"Aeromys_tephromelas","Aeromys tephromelas","1 - exact_fullsci_w_ssp","Aeromys tephromelas",NA,NA,NA,"Mammalia",NA
"Aeromys_thomasi","Aeromys thomasi","1 - exact_fullsci_w_ssp","Aeromys thomasi",NA,NA,NA,"Mammalia",NA
"Aethalops_aequalis","Aethalops aequalis","1 - exact_fullsci_w_ssp","Aethalops aequalis",NA,NA,NA,"Mammalia",NA
"Aethalops_alecto","Aethalops alecto","1 - exact_fullsci_w_ssp","Aethalops alecto",NA,NA,NA,"Mammalia",NA
"Aethomys_bocagei","Aethomys bocagei","1 - exact_fullsci_w_ssp","Aethomys bocagei",NA,NA,NA,"Mammalia",NA
"Aethomys_chrysophilus","Aethomys chrysophilus","1 - exact_fullsci_w_ssp","Aethomys chrysophilus",NA,NA,NA,"Mammalia",NA
"Aethomys_hindei","Aethomys hindei","1 - exact_fullsci_w_ssp","Aethomys hindei",NA,NA,NA,"Mammalia",NA
"Aethomys_ineptus","Aethomys ineptus","1 - exact_fullsci_w_ssp","Aethomys ineptus",NA,NA,NA,"Mammalia",NA
"Aethomys_kaiseri","Aethomys kaiseri","1 - exact_fullsci_w_ssp","Aethomys kaiseri",NA,NA,NA,"Mammalia",NA
"Aethomys_nyikae","Aethomys nyikae","1 - exact_fullsci_w_ssp","Aethomys nyikae",NA,NA,NA,"Mammalia",NA
"Aethomys_silindensis","Aethomys silindensis","1 - exact_fullsci_w_ssp","Aethomys silindensis",NA,NA,NA,"Mammalia",NA
"Aethomys_stannarius","Aethomys stannarius","1 - exact_fullsci_w_ssp","Aethomys stannarius",NA,NA,NA,"Mammalia",NA
"Aethomys_thomasi","Aethomys thomasi","1 - exact_fullsci_w_ssp","Aethomys thomasi",NA,NA,NA,"Mammalia",NA
"Ailuropoda_melanoleuca","Ailuropoda melanoleuca","1 - exact_fullsci_w_ssp","Ailuropoda melanoleuca",NA,NA,NA,"Mammalia",NA
"Ailurops_melanotis","Ailurops melanotis","1 - exact_fullsci_w_ssp","Ailurops melanotis",NA,NA,NA,"Mammalia",NA
"Ailurops_ursinus","Ailurops ursinus","1 - exact_fullsci_w_ssp","Ailurops ursinus",NA,NA,NA,"Mammalia",NA
"Akodon_aerosus","Akodon aerosus","1 - exact_fullsci_w_ssp","Akodon aerosus",NA,NA,NA,"Mammalia",NA
"Akodon_affinis","Akodon affinis","1 - exact_fullsci_w_ssp","Akodon affinis",NA,NA,NA,"Mammalia",NA
"Akodon_albiventer","Akodon albiventer","1 - exact_fullsci_w_ssp","Akodon albiventer",NA,NA,NA,"Mammalia",NA
"Akodon_azarae","Akodon azarae","1 - exact_fullsci_w_ssp","Akodon azarae",NA,NA,NA,"Mammalia",NA
"Akodon_boliviensis","Akodon boliviensis","1 - exact_fullsci_w_ssp","Akodon boliviensis",NA,NA,NA,"Mammalia",NA
"Akodon_budini","Akodon budini","1 - exact_fullsci_w_ssp","Akodon budini",NA,NA,NA,"Mammalia",NA
"Akodon_cursor","Akodon cursor","1 - exact_fullsci_w_ssp","Akodon cursor",NA,NA,NA,"Mammalia",NA
"Akodon_dayi","Akodon dayi","1 - exact_fullsci_w_ssp","Akodon dayi",NA,NA,NA,"Mammalia",NA
"Akodon_dolores","Akodon dolores","1 - exact_fullsci_w_ssp","Akodon dolores",NA,NA,NA,"Mammalia",NA
"Akodon_fumeus","Akodon fumeus","1 - exact_fullsci_w_ssp","Akodon fumeus",NA,NA,NA,"Mammalia",NA
"Akodon_iniscatus","Akodon iniscatus","1 - exact_fullsci_w_ssp","Akodon iniscatus",NA,NA,NA,"Mammalia",NA
"Akodon_josemariarguedasi","Akodon josemariarguedasi","1 - exact_fullsci_w_ssp","Akodon josemariarguedasi",NA,NA,NA,"Mammalia",NA
"Akodon_juninensis","Akodon juninensis","1 - exact_fullsci_w_ssp","Akodon juninensis",NA,NA,NA,"Mammalia",NA
"Akodon_kofordi","Akodon kofordi","1 - exact_fullsci_w_ssp","Akodon kofordi",NA,NA,NA,"Mammalia",NA
"Akodon_lindberghi","Akodon lindberghi","1 - exact_fullsci_w_ssp","Akodon lindberghi",NA,NA,NA,"Mammalia",NA
"Akodon_lutescens","Akodon lutescens","1 - exact_fullsci_w_ssp","Akodon lutescens",NA,NA,NA,"Mammalia",NA
"Akodon_mimus","Akodon mimus","1 - exact_fullsci_w_ssp","Akodon mimus",NA,NA,NA,"Mammalia",NA
"Akodon_mollis","Akodon mollis","1 - exact_fullsci_w_ssp","Akodon mollis",NA,NA,NA,"Mammalia",NA
"Akodon_montensis","Akodon montensis","1 - exact_fullsci_w_ssp","Akodon montensis",NA,NA,NA,"Mammalia",NA
"Akodon_mystax","Akodon mystax","1 - exact_fullsci_w_ssp","Akodon mystax",NA,NA,NA,"Mammalia",NA
"Akodon_oenos","Akodon oenos","1 - exact_fullsci_w_ssp","Akodon oenos",NA,NA,NA,"Mammalia",NA
"Akodon_orophilus","Akodon orophilus","1 - exact_fullsci_w_ssp","Akodon orophilus",NA,NA,NA,"Mammalia",NA
"Akodon_paranaensis","Akodon paranaensis","1 - exact_fullsci_w_ssp","Akodon paranaensis",NA,NA,NA,"Mammalia",NA
"Akodon_pervalens","Akodon pervalens","1 - exact_fullsci_w_ssp","Akodon pervalens",NA,NA,NA,"Mammalia",NA
"Akodon_philipmyersi","Akodon philipmyersi","1 - exact_fullsci_w_ssp","Akodon philipmyersi",NA,NA,NA,"Mammalia",NA
"Akodon_polopi","Akodon polopi","1 - exact_fullsci_w_ssp","Akodon polopi",NA,NA,NA,"Mammalia",NA
"Akodon_reigi","Akodon reigi","1 - exact_fullsci_w_ssp","Akodon reigi",NA,NA,NA,"Mammalia",NA
"Akodon_sanctipaulensis","Akodon sanctipaulensis","1 - exact_fullsci_w_ssp","Akodon sanctipaulensis",NA,NA,NA,"Mammalia",NA
"Akodon_siberiae","Akodon siberiae","1 - exact_fullsci_w_ssp","Akodon siberiae",NA,NA,NA,"Mammalia",NA
"Akodon_simulator","Akodon simulator","1 - exact_fullsci_w_ssp","Akodon simulator",NA,NA,NA,"Mammalia",NA
"Akodon_spegazzinii","Akodon spegazzinii","1 - exact_fullsci_w_ssp","Akodon spegazzinii",NA,NA,NA,"Mammalia",NA
"Akodon_subfuscus","Akodon subfuscus","1 - exact_fullsci_w_ssp","Akodon subfuscus",NA,NA,NA,"Mammalia",NA
"Akodon_surdus","Akodon surdus","1 - exact_fullsci_w_ssp","Akodon surdus",NA,NA,NA,"Mammalia",NA
"Akodon_sylvanus","Akodon sylvanus","1 - exact_fullsci_w_ssp","Akodon sylvanus",NA,NA,NA,"Mammalia",NA
"Akodon_toba","Akodon toba","1 - exact_fullsci_w_ssp","Akodon toba",NA,NA,NA,"Mammalia",NA
"Akodon_torques","Akodon torques","1 - exact_fullsci_w_ssp","Akodon torques",NA,NA,NA,"Mammalia",NA
"Akodon_varius","Akodon varius","1 - exact_fullsci_w_ssp","Akodon varius",NA,NA,NA,"Mammalia",NA
"Alcelaphus_buselaphus","Alcelaphus buselaphus","1 - exact_fullsci_w_ssp","Alcelaphus buselaphus",NA,NA,NA,"Mammalia",NA
"Alces_alces","Alces alces","1 - exact_fullsci_w_ssp","Alces alces",NA,NA,NA,"Mammalia",NA
"Alionycteris_paucidentata","Alionycteris paucidentata","1 - exact_fullsci_w_ssp","Alionycteris paucidentata",NA,NA,NA,"Mammalia",NA
"Allactaga_major","Allactaga major","1 - exact_fullsci_w_ssp","Allactaga major",NA,NA,NA,"Mammalia",NA
"Allactaga_severtzovi","Allactaga severtzovi","1 - exact_fullsci_w_ssp","Allactaga severtzovi",NA,NA,NA,"Mammalia",NA
"Allactodipus_bobrinskii","Allactodipus bobrinskii","1 - exact_fullsci_w_ssp","Allactodipus bobrinskii",NA,NA,NA,"Mammalia",NA
"Allenopithecus_nigroviridis","Allenopithecus nigroviridis","1 - exact_fullsci_w_ssp","Allenopithecus nigroviridis",NA,NA,NA,"Mammalia",NA
"Allocebus_trichotis","Allocebus trichotis","1 - exact_fullsci_w_ssp","Allocebus trichotis",NA,NA,NA,"Mammalia",NA
"Allocricetulus_curtatus","Allocricetulus curtatus","1 - exact_fullsci_w_ssp","Allocricetulus curtatus",NA,NA,NA,"Mammalia",NA
"Allocricetulus_eversmanni","Allocricetulus eversmanni","1 - exact_fullsci_w_ssp","Allocricetulus eversmanni",NA,NA,NA,"Mammalia",NA
"Alouatta_arctoidea","Alouatta arctoidea","1 - exact_fullsci_w_ssp","Alouatta arctoidea",NA,NA,NA,"Mammalia",NA
"Alouatta_belzebul","Alouatta belzebul","1 - exact_fullsci_w_ssp","Alouatta belzebul",NA,NA,NA,"Mammalia",NA
"Alouatta_caraya","Alouatta caraya","1 - exact_fullsci_w_ssp","Alouatta caraya",NA,NA,NA,"Mammalia",NA
"Alouatta_discolor","Alouatta discolor","1 - exact_fullsci_w_ssp","Alouatta discolor",NA,NA,NA,"Mammalia",NA
"Alouatta_guariba","Alouatta guariba","1 - exact_fullsci_w_ssp","Alouatta guariba",NA,NA,NA,"Mammalia",NA
"Alouatta_macconnelli","Alouatta macconnelli","1 - exact_fullsci_w_ssp","Alouatta macconnelli",NA,NA,NA,"Mammalia",NA
"Alouatta_nigerrima","Alouatta nigerrima","1 - exact_fullsci_w_ssp","Alouatta nigerrima",NA,NA,NA,"Mammalia",NA
"Alouatta_palliata","Alouatta palliata","1 - exact_fullsci_w_ssp","Alouatta palliata",NA,NA,NA,"Mammalia",NA
"Alouatta_pigra","Alouatta pigra","1 - exact_fullsci_w_ssp","Alouatta pigra",NA,NA,NA,"Mammalia",NA
"Alouatta_sara","Alouatta sara","1 - exact_fullsci_w_ssp","Alouatta sara",NA,NA,NA,"Mammalia",NA
"Alouatta_seniculus","Alouatta seniculus","1 - exact_fullsci_w_ssp","Alouatta seniculus",NA,NA,NA,"Mammalia",NA
"Alouatta_ululata","Alouatta ululata","1 - exact_fullsci_w_ssp","Alouatta ululata",NA,NA,NA,"Mammalia",NA
"Alticola_argentatus","Alticola argentatus","1 - exact_fullsci_w_ssp","Alticola argentatus",NA,NA,NA,"Mammalia",NA
"Alticola_barakshin","Alticola barakshin","1 - exact_fullsci_w_ssp","Alticola barakshin",NA,NA,NA,"Mammalia",NA
"Alticola_macrotis","Alticola macrotis","1 - exact_fullsci_w_ssp","Alticola macrotis",NA,NA,NA,"Mammalia",NA
"Alticola_olchonensis","Alticola olchonensis","1 - exact_fullsci_w_ssp","Alticola olchonensis",NA,NA,NA,"Mammalia",NA
"Alticola_roylei","Alticola roylei","1 - exact_fullsci_w_ssp","Alticola roylei",NA,NA,NA,"Mammalia",NA
"Alticola_semicanus","Alticola semicanus","1 - exact_fullsci_w_ssp","Alticola semicanus",NA,NA,NA,"Mammalia",NA
"Alticola_stoliczkanus","Alticola stoliczkanus","1 - exact_fullsci_w_ssp","Alticola stoliczkanus",NA,NA,NA,"Mammalia",NA
"Alticola_tuvinicus","Alticola tuvinicus","1 - exact_fullsci_w_ssp","Alticola tuvinicus",NA,NA,NA,"Mammalia",NA
"Amblysomus_corriae","Amblysomus corriae","1 - exact_fullsci_w_ssp","Amblysomus corriae",NA,NA,NA,"Mammalia",NA
"Amblysomus_hottentotus","Amblysomus hottentotus","1 - exact_fullsci_w_ssp","Amblysomus hottentotus",NA,NA,NA,"Mammalia",NA
"Amblysomus_marleyi","Amblysomus marleyi","1 - exact_fullsci_w_ssp","Amblysomus marleyi",NA,NA,NA,"Mammalia",NA
"Amblysomus_robustus","Amblysomus robustus","1 - exact_fullsci_w_ssp","Amblysomus robustus",NA,NA,NA,"Mammalia",NA
"Amblysomus_septentrionalis","Amblysomus septentrionalis","1 - exact_fullsci_w_ssp","Amblysomus septentrionalis",NA,NA,NA,"Mammalia",NA
"Ametrida_centurio","Ametrida centurio","1 - exact_fullsci_w_ssp","Ametrida centurio",NA,NA,NA,"Mammalia",NA
"Ammodillus_imbellis","Ammodillus imbellis","1 - exact_fullsci_w_ssp","Ammodillus imbellis",NA,NA,NA,"Mammalia",NA
"Ammodorcas_clarkei","Ammodorcas clarkei","1 - exact_fullsci_w_ssp","Ammodorcas clarkei",NA,NA,NA,"Mammalia",NA
"Ammospermophilus_harrisii","Ammospermophilus harrisii","1 - exact_fullsci_w_ssp","Ammospermophilus harrisii",NA,NA,NA,"Mammalia",NA
"Ammospermophilus_interpres","Ammospermophilus interpres","1 - exact_fullsci_w_ssp","Ammospermophilus interpres",NA,NA,NA,"Mammalia",NA
"Ammospermophilus_leucurus","Ammospermophilus leucurus","1 - exact_fullsci_w_ssp","Ammospermophilus leucurus",NA,NA,NA,"Mammalia",NA
"Ammospermophilus_nelsoni","Ammospermophilus nelsoni","1 - exact_fullsci_w_ssp","Ammospermophilus nelsoni",NA,NA,NA,"Mammalia",NA
"Ammotragus_lervia","Ammotragus lervia","1 - exact_fullsci_w_ssp","Ammotragus lervia",NA,NA,NA,"Mammalia",NA
"Amorphochilus_schnablii","Amorphochilus schnablii","1 - exact_fullsci_w_ssp","Amorphochilus schnablii",NA,NA,NA,"Mammalia",NA
"Amphinectomys_savamis","Amphinectomys savamis","1 - exact_fullsci_w_ssp","Amphinectomys savamis",NA,NA,NA,"Mammalia",NA
"Anathana_ellioti","Anathana ellioti","1 - exact_fullsci_w_ssp","Anathana ellioti",NA,NA,NA,"Mammalia",NA
"Andalgalomys_olrogi","Andalgalomys olrogi","1 - exact_fullsci_w_ssp","Andalgalomys olrogi",NA,NA,NA,"Mammalia",NA
"Andalgalomys_pearsoni","Andalgalomys pearsoni","1 - exact_fullsci_w_ssp","Andalgalomys pearsoni",NA,NA,NA,"Mammalia",NA
"Andinomys_edax","Andinomys edax","1 - exact_fullsci_w_ssp","Andinomys edax",NA,NA,NA,"Mammalia",NA
"Anisomys_imitator","Anisomys imitator","1 - exact_fullsci_w_ssp","Anisomys imitator",NA,NA,NA,"Mammalia",NA
"Anomalurus_beecrofti","Anomalurus beecrofti","1 - exact_fullsci_w_ssp","Anomalurus beecrofti",NA,NA,NA,"Mammalia",NA
"Anomalurus_derbianus","Anomalurus derbianus","1 - exact_fullsci_w_ssp","Anomalurus derbianus",NA,NA,NA,"Mammalia",NA
"Anomalurus_pelii","Anomalurus pelii","1 - exact_fullsci_w_ssp","Anomalurus pelii",NA,NA,NA,"Mammalia",NA
"Anomalurus_pusillus","Anomalurus pusillus","1 - exact_fullsci_w_ssp","Anomalurus pusillus",NA,NA,NA,"Mammalia",NA
"Anonymomys_mindorensis","Anonymomys mindorensis","1 - exact_fullsci_w_ssp","Anonymomys mindorensis",NA,NA,NA,"Mammalia",NA
"Anotomys_leander","Anotomys leander","1 - exact_fullsci_w_ssp","Anotomys leander",NA,NA,NA,"Mammalia",NA
"Anoura_caudifer","Anoura caudifer","1 - exact_fullsci_w_ssp","Anoura caudifer",NA,NA,NA,"Mammalia",NA
"Anoura_cultrata","Anoura cultrata","1 - exact_fullsci_w_ssp","Anoura cultrata",NA,NA,NA,"Mammalia",NA
"Anoura_fistulata","Anoura fistulata","1 - exact_fullsci_w_ssp","Anoura fistulata",NA,NA,NA,"Mammalia",NA
"Anoura_geoffroyi","Anoura geoffroyi","1 - exact_fullsci_w_ssp","Anoura geoffroyi",NA,NA,NA,"Mammalia",NA
"Anoura_latidens","Anoura latidens","1 - exact_fullsci_w_ssp","Anoura latidens",NA,NA,NA,"Mammalia",NA
"Anoura_luismanueli","Anoura luismanueli","1 - exact_fullsci_w_ssp","Anoura luismanueli",NA,NA,NA,"Mammalia",NA
"Anourosorex_assamensis","Anourosorex assamensis","1 - exact_fullsci_w_ssp","Anourosorex assamensis",NA,NA,NA,"Mammalia",NA
"Anourosorex_schmidi","Anourosorex schmidi","1 - exact_fullsci_w_ssp","Anourosorex schmidi",NA,NA,NA,"Mammalia",NA
"Anourosorex_squamipes","Anourosorex squamipes","1 - exact_fullsci_w_ssp","Anourosorex squamipes",NA,NA,NA,"Mammalia",NA
"Anourosorex_yamashinai","Anourosorex yamashinai","1 - exact_fullsci_w_ssp","Anourosorex yamashinai",NA,NA,NA,"Mammalia",NA
"Antechinomys_laniger","Antechinomys laniger","1 - exact_fullsci_w_ssp","Antechinomys laniger",NA,NA,NA,"Mammalia",NA
"Antechinus_adustus","Antechinus adustus","1 - exact_fullsci_w_ssp","Antechinus adustus",NA,NA,NA,"Mammalia",NA
"Antechinus_agilis","Antechinus agilis","1 - exact_fullsci_w_ssp","Antechinus agilis",NA,NA,NA,"Mammalia",NA
"Antechinus_argentus","Antechinus argentus","1 - exact_fullsci_w_ssp","Antechinus argentus",NA,NA,NA,"Mammalia",NA
"Antechinus_arktos","Antechinus arktos","1 - exact_fullsci_w_ssp","Antechinus arktos",NA,NA,NA,"Mammalia",NA
"Antechinus_bellus","Antechinus bellus","1 - exact_fullsci_w_ssp","Antechinus bellus",NA,NA,NA,"Mammalia",NA
"Antechinus_flavipes","Antechinus flavipes","1 - exact_fullsci_w_ssp","Antechinus flavipes",NA,NA,NA,"Mammalia",NA
"Antechinus_godmani","Antechinus godmani","1 - exact_fullsci_w_ssp","Antechinus godmani",NA,NA,NA,"Mammalia",NA
"Antechinus_leo","Antechinus leo","1 - exact_fullsci_w_ssp","Antechinus leo",NA,NA,NA,"Mammalia",NA
"Antechinus_minimus","Antechinus minimus","1 - exact_fullsci_w_ssp","Antechinus minimus",NA,NA,NA,"Mammalia",NA
"Antechinus_mysticus","Antechinus mysticus","1 - exact_fullsci_w_ssp","Antechinus mysticus",NA,NA,NA,"Mammalia",NA
"Antechinus_stuartii","Antechinus stuartii","1 - exact_fullsci_w_ssp","Antechinus stuartii",NA,NA,NA,"Mammalia",NA
"Antechinus_subtropicus","Antechinus subtropicus","1 - exact_fullsci_w_ssp","Antechinus subtropicus",NA,NA,NA,"Mammalia",NA
"Antechinus_swainsonii","Antechinus swainsonii","1 - exact_fullsci_w_ssp","Antechinus swainsonii",NA,NA,NA,"Mammalia",NA
"Antechinus_vandycki","Antechinus vandycki","1 - exact_fullsci_w_ssp","Antechinus vandycki",NA,NA,NA,"Mammalia",NA
"Anthops_ornatus","Anthops ornatus","1 - exact_fullsci_w_ssp","Anthops ornatus",NA,NA,NA,"Mammalia",NA
"Antidorcas_marsupialis","Antidorcas marsupialis","1 - exact_fullsci_w_ssp","Antidorcas marsupialis",NA,NA,NA,"Mammalia",NA
"Antilocapra_americana","Antilocapra americana","1 - exact_fullsci_w_ssp","Antilocapra americana",NA,NA,NA,"Mammalia",NA
"Antilope_cervicapra","Antilope cervicapra","1 - exact_fullsci_w_ssp","Antilope cervicapra",NA,NA,NA,"Mammalia",NA
"Antrozous_pallidus","Antrozous pallidus","1 - exact_fullsci_w_ssp","Antrozous pallidus",NA,NA,NA,"Mammalia",NA
"Aonyx_capensis","Aonyx capensis","1 - exact_fullsci_w_ssp","Aonyx capensis",NA,NA,NA,"Mammalia",NA
"Aonyx_congicus","Aonyx congicus","1 - exact_fullsci_w_ssp","Aonyx congicus",NA,NA,NA,"Mammalia",NA
"Aotus_azarae","Aotus azarae","1 - exact_fullsci_w_ssp","Aotus azarae",NA,NA,NA,"Mammalia",NA
"Aotus_brumbacki","Aotus brumbacki","1 - exact_fullsci_w_ssp","Aotus brumbacki",NA,NA,NA,"Mammalia",NA
"Aotus_griseimembra","Aotus griseimembra","1 - exact_fullsci_w_ssp","Aotus griseimembra",NA,NA,NA,"Mammalia",NA
"Aotus_jorgehernandezi","Aotus jorgehernandezi","1 - exact_fullsci_w_ssp","Aotus jorgehernandezi",NA,NA,NA,"Mammalia",NA
"Aotus_lemurinus","Aotus lemurinus","1 - exact_fullsci_w_ssp","Aotus lemurinus",NA,NA,NA,"Mammalia",NA
"Aotus_miconax","Aotus miconax","1 - exact_fullsci_w_ssp","Aotus miconax",NA,NA,NA,"Mammalia",NA
"Aotus_nigriceps","Aotus nigriceps","1 - exact_fullsci_w_ssp","Aotus nigriceps",NA,NA,NA,"Mammalia",NA
"Aotus_trivirgatus","Aotus trivirgatus","1 - exact_fullsci_w_ssp","Aotus trivirgatus",NA,NA,NA,"Mammalia",NA
"Aotus_vociferans","Aotus vociferans","1 - exact_fullsci_w_ssp","Aotus vociferans",NA,NA,NA,"Mammalia",NA
"Aotus_zonalis","Aotus zonalis","1 - exact_fullsci_w_ssp","Aotus zonalis",NA,NA,NA,"Mammalia",NA
"Aplodontia_rufa","Aplodontia rufa","1 - exact_fullsci_w_ssp","Aplodontia rufa",NA,NA,NA,"Mammalia",NA
"Apodemus_agrarius","Apodemus agrarius","1 - exact_fullsci_w_ssp","Apodemus agrarius",NA,NA,NA,"Mammalia",NA
"Apodemus_alpicola","Apodemus alpicola","1 - exact_fullsci_w_ssp","Apodemus alpicola",NA,NA,NA,"Mammalia",NA
"Apodemus_argenteus","Apodemus argenteus","1 - exact_fullsci_w_ssp","Apodemus argenteus",NA,NA,NA,"Mammalia",NA
"Apodemus_chevrieri","Apodemus chevrieri","1 - exact_fullsci_w_ssp","Apodemus chevrieri",NA,NA,NA,"Mammalia",NA
"Apodemus_epimelas","Apodemus epimelas","1 - exact_fullsci_w_ssp","Apodemus epimelas",NA,NA,NA,"Mammalia",NA
